Lead_Leg_GRF_mag_max_1_1,Lead_Leg_GRF_max_2_1,Lead_Leg_GRF_min_3_1,Lead_Leg_GRF_mag_Midpoint_FS_Release_4_1,Lead_Leg_GRF@Midpoint_FS_Release_5_1,Lead_Leg_GRF@Midpoint_FS_Release_6_1,Lead_Leg_GRF_Mag@Max_Shoulder_Rot_7_1,Lead_Leg_GRF@Max_Shoulder_Rot_8_1,Lead_Leg_GRF@Max_Shoulder_Rot_9_1,Trunk_COG@Footstrike_10_1,Trunk_COG@Release_11_1,Trunk_COG_Translation_12_1,Trunk_COG@Footstrike_13_1,Trunk_COG@Release_14_1,Trunk_COG_Translation_15_1,HEIGHT_16_1,MASS_17_1
2.2369,2.0202,-1.0001,1.8296,0.2747,0.3662,0.0914,1.4789,1.8523,0.3734,1.9812,90.718,2.2269,1.9914,-0.9916,1.9012,0.347
0.4396,0.0926,1.5158,1.8933,0.3775,1.9812,90.718,2.2172,1.9909,-0.9666,1.7947,0.2526,0.323,0.0704,1.4152,1.8077,0.3926
1.9812,90.718,2.0975,1.9116,-0.8671,1.7962,0.3091,0.407,0.0979,1.5159,1.8872,0.3713,1.9812,90.718,2.2017,1.982,-0.9574
1.9417,0.3099,0.3901,0.0802,1.4856,1.8565,0.3708,1.9812,90.718,2.7482,2.334,-1.4936,2.4577,0.3013,0.3316,0.0303,1.468
1.814,0.3461,1.8034,81.6462,2.8045,2.4107,-1.4793,2.7081,0.3106,0.3354,0.0248,1.4402,1.7751,0.3349,1.8034,81.6462,2.7635
2.3959,-1.5016,2.3568,0.3198,0.3562,0.0363,1.4094,1.7711,0.3616,1.8034,81.6462,2.7227,2.2996,-1.5143,2.4849,0.3979,0.435
0.0371,1.4146,1.7387,0.3241,1.8034,81.6462,2.8255,2.5775,-1.5813,2.6255,0.385,0.4424,0.0575,1.4298,1.7622,0.3324,1.8034
81.6462,2.7482,2.334,-1.4936,2.4577,0.3013,0.3316,0.0303,1.468,1.814,0.3461,1.8034,81.6462,2.8045,2.4107,-1.4793,2.7081
0.3106,0.3354,0.0248,1.4402,1.7751,0.3349,1.8034,81.6462,2.7635,2.3959,-1.5016,2.3568,0.3198,0.3562,0.0363,1.4094,1.7711
0.3616,1.8034,81.6462,2.7227,2.2996,-1.5143,2.4849,0.3979,0.435,0.0371,1.4146,1.7387,0.3241,1.8034,81.6462,2.8255,2.5775
-1.5813,2.6255,0.385,0.4424,0.0575,1.4298,1.7622,0.3324,1.8034,81.6462,2.7826,2.4183,-1.3744,2.637,0.3211,0.3255,0.0044
1.5305,1.8139,0.2834,1.9304,92.9859,2.6473,2.3614,-1.194,2.5021,0.2678,0.2604,-0.0074,1.535,1.8408,0.3058,1.9304,92.9859
2.6694,2.3791,-1.213,2.5162,0.2608,0.2511,-0.0097,1.553,1.8405,0.2875,1.9304,92.9859,2.7841,2.4394,-1.3507,2.7346,0.3125
0.3122,-0.0002,1.5348,1.8062,0.2714,1.9304,92.9859,2.8016,2.473,-1.327,2.7988,0.31,0.3197,0.0097,1.4839,1.7772,0.2933
1.9304,92.9859,2.7826,2.4183,-1.3744,2.637,0.3211,0.3255,0.0044,1.5305,1.8139,0.2834,1.9304,92.9859,2.6473,2.3614,-1.194
2.5021,0.2678,0.2604,-0.0074,1.535,1.8408,0.3058,1.9304,92.9859,2.6694,2.3791,-1.213,2.5162,0.2608,0.2511,-0.0097,1.553
1.8405,0.2875,1.9304,92.9859,2.7841,2.4394,-1.3507,2.7346,0.3125,0.3122,-0.0002,1.5348,1.8062,0.2714,1.9304,92.9859,2.8016
2.473,-1.327,2.7988,0.31,0.3197,0.0097,1.4839,1.7772,0.2933,1.9304,92.9859,1.8065,1.5829,-0.8981,1.6646,0.5016,0.5678
0.0662,1.4386,1.8589,0.4203,1.9304,122.469,1.8912,1.6648,-0.9009,1.8904,0.5013,0.5586,0.0573,1.5038,1.8581,0.3543,1.9304
122.469,1.8366,1.597,-0.9175,1.8056,0.5236,0.5513,0.0277,1.5163,1.8575,0.3411,1.9304,122.469,1.8217,1.6063,-0.8992,1.6591
0.4804,0.5444,0.064,1.4603,1.8256,0.3653,1.9304,122.469,1.8065,1.5829,-0.8981,1.6646,0.5016,0.5678,0.0662,1.4386,1.8589
0.4203,1.9304,122.469,1.8912,1.6648,-0.9009,1.8904,0.5013,0.5586,0.0573,1.5038,1.8581,0.3543,1.9304,122.469,1.8366,1.597
-0.9175,1.8056,0.5236,0.5513,0.0277,1.5163,1.8575,0.3411,1.9304,122.469,1.8217,1.6063,-0.8992,1.6591,0.4804,0.5444,0.064
1.4603,1.8256,0.3653,1.9304,122.469,2.1404,1.9162,-0.9661,1.9748,0.3248,0.3186,-0.0062,1.5494,1.9614,0.4119,1.8542,84.3677
2.3274,2.0427,-1.1384,2.1422,0.3269,0.3368,0.0099,1.5542,1.9654,0.4113,1.8542,84.3677,2.2662,2.0141,-1.0461,2.1365,0.3077
0.3176,0.0099,1.5812,1.9593,0.3782,1.8542,84.3677,2.2117,1.9478,-1.0921,2.1369,0.3033,0.3152,0.0119,1.5797,1.9651,0.3854
1.8542,84.3677,2.2173,1.9757,-1.022,2.0989,0.3353,0.3278,-0.0075,1.5679,1.9791,0.4112,1.8542,84.3677,2.1404,1.9162,-0.9661
1.9748,0.3248,0.3186,-0.0062,1.5494,1.9614,0.4119,1.8542,84.3677,2.3274,2.0427,-1.1384,2.1422,0.3269,0.3368,0.0099,1.5542
1.9654,0.4113,1.8542,84.3677,2.2662,2.0141,-1.0461,2.1365,0.3077,0.3176,0.0099,1.5812,1.9593,0.3782,1.8542,84.3677,2.2117
1.9478,-1.0921,2.1369,0.3033,0.3152,0.0119,1.5797,1.9651,0.3854,1.8542,84.3677,2.2173,1.9757,-1.022,2.0989,0.3353,0.3278
-0.0075,1.5679,1.9791,0.4112,1.8542,84.3677,2.4507,2.0276,-1.3727,2.4287,0.3803,0.4512,0.0709,1.5033,1.7696,0.2663,1.8796
90.718,2.4753,2.1042,-1.268,2.4531,0.3512,0.4059,0.0547,1.5151,1.7823,0.2672,1.8796,90.718,2.6392,2.1821,-1.4567,2.359
0.3849,0.4504,0.0656,1.4896,1.7834,0.2938,1.8796,90.718,2.4533,2.0312,-1.3768,2.3682,0.3984,0.4601,0.0617,1.5432,1.8143
0.2711,1.8796,90.718,2.426,2.0647,-1.2573,2.3433,0.3987,0.4809,0.0822,1.4903,1.7745,0.2842,1.8796,90.718,2.4507,2.0276
-1.3727,2.4287,0.3803,0.4512,0.0709,1.5033,1.7696,0.2663,1.8796,90.718,2.4753,2.1042,-1.268,2.4531,0.3512,0.4059,0.0547
1.5151,1.7823,0.2672,1.8796,90.718,2.6392,2.1821,-1.4567,2.359,0.3849,0.4504,0.0656,1.4896,1.7834,0.2938,1.8796,90.718
2.4533,2.0312,-1.3768,2.3682,0.3984,0.4601,0.0617,1.5432,1.8143,0.2711,1.8796,90.718,2.426,2.0647,-1.2573,2.3433,0.3987
0.4809,0.0822,1.4903,1.7745,0.2842,1.8796,90.718,2.5637,2.2446,-1.1896,2.4879,0.5868,0.6844,0.0976,1.5339,1.6877,0.1539
1.8288,79.3783,2.3647,2.0393,-1.1327,2.3336,0.5954,0.6961,0.1007,1.5071,1.6733,0.1662,1.8288,79.3783,2.4263,2.09,-1.1689
2.3955,0.5879,0.6809,0.093,1.5373,1.6915,0.1543,1.8288,79.3783,2.4679,2.1114,-1.1946,2.4076,0.5465,0.6507,0.1041,1.5104
1.7014,0.191,1.8288,79.3783,2.4807,2.1118,-1.2302,2.4807,0.5841,0.696,0.1118,1.4835,1.6863,0.2028,1.8288,79.3783,2.5637
2.2446,-1.1896,2.4879,0.5868,0.6844,0.0976,1.5339,1.6877,0.1539,1.8288,79.3783,2.3647,2.0393,-1.1327,2.3336,0.5954,0.6961
0.1007,1.5071,1.6733,0.1662,1.8288,79.3783,2.4263,2.09,-1.1689,2.3955,0.5879,0.6809,0.093,1.5373,1.6915,0.1543,1.8288
79.3783,2.4679,2.1114,-1.1946,2.4076,0.5465,0.6507,0.1041,1.5104,1.7014,0.191,1.8288,79.3783,2.4807,2.1118,-1.2302,2.4807
0.5841,0.696,0.1118,1.4835,1.6863,0.2028,1.8288,79.3783,3.4346,3.1451,-1.689,2.1657,0.4822,0.4826,0.0004,1.5142,1.8063
0.2921,1.778,89.3572,3.4353,3.0922,-1.7183,2.8398,0.4948,0.4994,0.0046,1.5475,1.8425,0.295,1.778,89.3572,2.8599,2.4569
-1.4868,2.316,0.5014,0.5063,0.0049,1.5013,1.8033,0.302,1.778,89.3572,2.4371,2.2049,-1.2935,2.0999,0.4985,0.5199,0.0215
1.4575,1.791,0.3335,1.778,89.3572,3.6624,3.197,-1.8781,2.47,0.4853,0.4861,0.0008,1.5207,1.8056,0.2849,1.778,89.3572
3.4346,3.1451,-1.689,2.1657,0.4822,0.4826,0.0004,1.5142,1.8063,0.2921,1.778,89.3572,3.4353,3.0922,-1.7183,2.8398,0.4948
0.4994,0.0046,1.5475,1.8425,0.295,1.778,89.3572,2.8599,2.4569,-1.4868,2.316,0.5014,0.5063,0.0049,1.5013,1.8033,0.302
1.778,89.3572,2.4371,2.2049,-1.2935,2.0999,0.4985,0.5199,0.0215,1.4575,1.791,0.3335,1.778,89.3572,3.6624,3.197,-1.8781
2.47,0.4853,0.4861,0.0008,1.5207,1.8056,0.2849,1.778,89.3572,1.9926,1.7824,-0.9003,1.9889,0.3149,0.3781,0.0632,1.2915
1.6525,0.3611,1.905,102.058,2.0087,1.7801,-0.9474,1.9368,0.2767,0.3219,0.0453,1.2281,1.6256,0.3975,1.905,102.058,2.2117
1.9903,-0.9909,1.9889,0.3001,0.3432,0.0431,1.2599,1.6171,0.3573,1.905,102.058,2.0162,1.7914,-0.9287,1.9275,0.3363,0.409
0.0727,1.2444,1.6575,0.413,1.905,102.058,2.0369,1.8093,-0.955,1.945,0.2945,0.3597,0.0653,1.2416,1.6178,0.3762,1.905
102.058,1.9926,1.7824,-0.9003,1.9889,0.3149,0.3781,0.0632,1.2915,1.6525,0.3611,1.905,102.058,2.0087,1.7801,-0.9474,1.9368
0.2767,0.3219,0.0453,1.2281,1.6256,0.3975,1.905,102.058,2.2117,1.9903,-0.9909,1.9889,0.3001,0.3432,0.0431,1.2599,1.6171
0.3573,1.905,102.058,2.0162,1.7914,-0.9287,1.9275,0.3363,0.409,0.0727,1.2444,1.6575,0.413,1.905,102.058,2.0369,1.8093
-0.955,1.945,0.2945,0.3597,0.0653,1.2416,1.6178,0.3762,1.905,102.058,3.2292,3.135,-1.2074,2.2456,0.4934,0.5723,0.0789
1.4475,1.7619,0.3144,2.0066,86.1821,2.7684,2.4969,-1.5161,2.3008,0.4108,0.4692,0.0584,1.4629,1.8048,0.3419,2.0066,86.1821
3.2493,2.9197,-1.6268,2.3625,0.4115,0.4495,0.0379,1.4858,1.8032,0.3173,2.0066,86.1821,3.092,2.9414,-1.451,2.1075,0.4269
0.4854,0.0585,1.4645,1.8098,0.3453,2.0066,86.1821,3.3699,2.9643,-1.6028,2.1115,0.4117,0.4713,0.0596,1.4078,1.7593,0.3515
2.0066,86.1821,3.2292,3.135,-1.2074,2.2456,0.4934,0.5723,0.0789,1.4475,1.7619,0.3144,2.0066,86.1821,2.7684,2.4969,-1.5161
2.3008,0.4108,0.4692,0.0584,1.4629,1.8048,0.3419,2.0066,86.1821,3.2493,2.9197,-1.6268,2.3625,0.4115,0.4495,0.0379,1.4858
1.8032,0.3173,2.0066,86.1821,3.092,2.9414,-1.451,2.1075,0.4269,0.4854,0.0585,1.4645,1.8098,0.3453,2.0066,86.1821,3.3699
2.9643,-1.6028,2.1115,0.4117,0.4713,0.0596,1.4078,1.7593,0.3515,2.0066,86.1821,2.5587,2.2706,-1.2204,2.5236,0.222,0.2719
0.0499,1.4969,1.7443,0.2474,1.9304,95.2539,2.3795,2.143,-1.0498,2.0863,0.2157,0.2703,0.0546,1.5362,1.7919,0.2557,1.9304
95.2539,2.4283,2.1663,-1.1015,2.1986,0.2284,0.2847,0.0563,1.4491,1.7131,0.264,1.9304,95.2539,2.4362,2.1685,-1.1217,2.1872
0.2422,0.2902,0.0481,1.4774,1.7177,0.2403,1.9304,95.2539,2.4386,2.1773,-1.122,2.1949,0.1735,0.1669,-0.0066,1.4686,1.7272
0.2586,1.9304,95.2539,2.5587,2.2706,-1.2204,2.5236,0.222,0.2719,0.0499,1.4969,1.7443,0.2474,1.9304,95.2539,2.3795,2.143
-1.0498,2.0863,0.2157,0.2703,0.0546,1.5362,1.7919,0.2557,1.9304,95.2539,2.4283,2.1663,-1.1015,2.1986,0.2284,0.2847,0.0563
1.4491,1.7131,0.264,1.9304,95.2539,2.4362,2.1685,-1.1217,2.1872,0.2422,0.2902,0.0481,1.4774,1.7177,0.2403,1.9304,95.2539
2.4386,2.1773,-1.122,2.1949,0.1735,0.1669,-0.0066,1.4686,1.7272,0.2586,1.9304,95.2539,2.5428,2.312,-1.0797,2.5096,0.3909
0.4423,0.0514,1.3068,1.571,0.2643,1.8542,80.739,2.7648,2.5573,-1.0584,2.4005,0.4181,0.4712,0.0531,1.2743,1.5598,0.2856
1.8542,80.739,2.7725,2.5428,-1.1289,2.3261,0.3999,0.4497,0.0498,1.2728,1.5476,0.2748,1.8542,80.739,2.6205,2.3799,-1.0955
2.3416,0.3948,0.4338,0.0389,1.2517,1.5178,0.2661,1.8542,80.739,2.8234,2.5751,-1.1577,2.7566,0.4126,0.459,0.0464,1.3144
1.5558,0.2414,1.8542,80.739,2.5428,2.312,-1.0797,2.5096,0.3909,0.4423,0.0514,1.3068,1.571,0.2643,1.8542,80.739,2.7648
2.5573,-1.0584,2.4005,0.4181,0.4712,0.0531,1.2743,1.5598,0.2856,1.8542,80.739,2.7725,2.5428,-1.1289,2.3261,0.3999,0.4497
0.0498,1.2728,1.5476,0.2748,1.8542,80.739,2.6205,2.3799,-1.0955,2.3416,0.3948,0.4338,0.0389,1.2517,1.5178,0.2661,1.8542
80.739,2.8234,2.5751,-1.1577,2.7566,0.4126,0.459,0.0464,1.3144,1.5558,0.2414,1.8542,80.739,2.5354,2.2242,-1.2127,2.5354
0.3544,0.375,0.0206,1.5594,1.95,0.3906,2.0828,106.14,2.5756,2.2679,-1.2139,2.395,0.3669,0.4004,0.0335,1.6031,1.9769
0.3737,2.0828,106.14,2.5306,2.2173,-1.2164,2.3548,0.3414,0.3594,0.0181,1.6023,1.9626,0.3602,2.0828,106.14,2.5453,2.2077
-1.2253,2.3738,0.3375,0.3635,0.026,1.5126,1.8974,0.3848,2.0828,106.14,2.4371,2.1154,-1.2136,1.9414,0.3039,0.3572,0.0534
1.5687,1.9694,0.4006,2.0828,106.14,2.5354,2.2242,-1.2127,2.5354,0.3544,0.375,0.0206,1.5594,1.95,0.3906,2.0828,106.14
2.5756,2.2679,-1.2139,2.395,0.3669,0.4004,0.0335,1.6031,1.9769,0.3737,2.0828,106.14,2.5306,2.2173,-1.2164,2.3548,0.3414
0.3594,0.0181,1.6023,1.9626,0.3602,2.0828,106.14,2.5453,2.2077,-1.2253,2.3738,0.3375,0.3635,0.026,1.5126,1.8974,0.3848
2.0828,106.14,2.4371,2.1154,-1.2136,1.9414,0.3039,0.3572,0.0534,1.5687,1.9694,0.4006,2.0828,106.14,2.6009,2.2734,-1.2511
2.3554,0.5949,0.5887,-0.0062,1.4985,1.7229,0.2245,1.905,98.8826,2.7217,2.4418,-1.3139,2.3884,0.5889,0.5792,-0.0098,1.5288
1.8271,0.2983,1.905,98.8826,2.6441,2.3388,-1.2986,2.3953,0.5904,0.5586,-0.0319,1.5233,1.7781,0.2548,1.905,98.8826,2.6426
2.3481,-1.2869,2.3379,0.5694,0.5502,-0.0192,1.547,1.7937,0.2467,1.905,98.8826,2.5811,2.2779,-1.2138,2.2025,0.5954,0.573
-0.0223,1.516,1.8074,0.2914,1.905,98.8826,2.7948,2.4756,-1.3473,2.0594,0.58,0.5774,-0.0026,1.5401,1.7906,0.2505,1.905
98.8826,2.6009,2.2734,-1.2511,2.3554,0.5949,0.5887,-0.0062,1.4985,1.7229,0.2245,1.905,98.8826,2.7217,2.4418,-1.3139,2.3884
0.5889,0.5792,-0.0098,1.5288,1.8271,0.2983,1.905,98.8826,2.6441,2.3388,-1.2986,2.3953,0.5904,0.5586,-0.0319,1.5233,1.7781
0.2548,1.905,98.8826,2.6426,2.3481,-1.2869,2.3379,0.5694,0.5502,-0.0192,1.547,1.7937,0.2467,1.905,98.8826,2.5811,2.2779
-1.2138,2.2025,0.5954,0.573,-0.0223,1.516,1.8074,0.2914,1.905,98.8826,2.7948,2.4756,-1.3473,2.0594,0.58,0.5774,-0.0026
1.5401,1.7906,0.2505,1.905,98.8826,2.7036,2.3376,-1.3551,2.3776,0.5458,0.4918,-0.0541,1.4229,1.8018,0.379,1.8288,89.8108
2.7129,2.4134,-1.2438,2.6158,0.5791,0.5551,-0.024,1.468,1.7996,0.3316,1.8288,89.8108,2.8664,2.4659,-1.4648,2.8664,0.5752
0.5538,-0.0214,1.4682,1.7738,0.3056,1.8288,89.8108,2.5473,2.2293,-1.2213,2.3711,0.5978,0.5594,-0.0384,1.3771,1.7407,0.3636
1.8288,89.8108,2.5351,2.2453,-1.1718,2.3657,0.5608,0.5188,-0.042,1.3924,1.7609,0.3685,1.8288,89.8108,2.5383,2.2654,-1.1357
2.4196,0.5706,0.521,-0.0495,1.3951,1.7333,0.3383,1.8288,89.8108,2.5508,2.2418,-1.2078,2.3828,0.5998,0.557,-0.0428,1.4064
1.7777,0.3713,1.8288,89.8108,2.7036,2.3376,-1.3551,2.3776,0.5458,0.4918,-0.0541,1.4229,1.8018,0.379,1.8288,89.8108,2.7129
2.4134,-1.2438,2.6158,0.5791,0.5551,-0.024,1.468,1.7996,0.3316,1.8288,89.8108,2.8664,2.4659,-1.4648,2.8664,0.5752,0.5538
-0.0214,1.4682,1.7738,0.3056,1.8288,89.8108,2.5473,2.2293,-1.2213,2.3711,0.5978,0.5594,-0.0384,1.3771,1.7407,0.3636,1.8288
89.8108,2.5351,2.2453,-1.1718,2.3657,0.5608,0.5188,-0.042,1.3924,1.7609,0.3685,1.8288,89.8108,2.5383,2.2654,-1.1357,2.4196
0.5706,0.521,-0.0495,1.3951,1.7333,0.3383,1.8288,89.8108,2.5508,2.2418,-1.2078,2.3828,0.5998,0.557,-0.0428,1.4064,1.7777
0.3713,1.8288,89.8108,2.0544,1.9853,-1.0372,1.7516,0.3208,0.3404,0.0195,1.4856,1.7955,0.3099,2.0066,97.5219,2.0138,1.8917
-0.7216,1.6874,0.3752,0.4164,0.0412,1.4776,1.7898,0.3122,2.0066,97.5219,2.0499,1.8997,-0.8201,1.6342,0.4055,0.4397,0.0342
1.5129,1.8455,0.3326,2.0066,97.5219,2.0932,1.9219,-0.91,1.6433,0.3355,0.3848,0.0493,1.4908,1.8088,0.318,2.0066,97.5219
1.9898,1.8331,-0.7817,1.5491,0.3539,0.4051,0.0512,1.4043,1.8131,0.4087,2.0066,97.5219,2.0544,1.9853,-1.0372,1.7516,0.3208
0.3404,0.0195,1.4856,1.7955,0.3099,2.0066,97.5219,2.0138,1.8917,-0.7216,1.6874,0.3752,0.4164,0.0412,1.4776,1.7898,0.3122
2.0066,97.5219,2.0499,1.8997,-0.8201,1.6342,0.4055,0.4397,0.0342,1.5129,1.8455,0.3326,2.0066,97.5219,2.0932,1.9219,-0.91
1.6433,0.3355,0.3848,0.0493,1.4908,1.8088,0.318,2.0066,97.5219,1.9898,1.8331,-0.7817,1.5491,0.3539,0.4051,0.0512,1.4043
1.8131,0.4087,2.0066,97.5219,2.5332,2.2587,-1.151,2.4431,0.6102,0.591,-0.0192,1.4316,1.7668,0.3352,1.8288,89.8108,2.5054
2.2135,-1.1945,2.4422,0.554,0.5139,-0.0402,1.4213,1.7669,0.3456,1.8288,89.8108,2.4249,2.1646,-1.0982,2.2349,0.539,0.4949
-0.0441,1.4236,1.7764,0.3528,1.8288,89.8108,2.5948,2.2949,-1.2275,2.4599,0.5822,0.5412,-0.041,1.4249,1.797,0.3721,1.8288
89.8108,2.4723,2.1836,-1.1787,2.3386,0.5687,0.5196,-0.0491,1.4025,1.789,0.3865,1.8288,89.8108,2.5192,2.2478,-1.1544,2.4056
0.5961,0.5675,-0.0285,1.448,1.821,0.3729,1.8288,89.8108,2.5332,2.2587,-1.151,2.4431,0.6102,0.591,-0.0192,1.4316,1.7668
0.3352,1.8288,89.8108,2.5054,2.2135,-1.1945,2.4422,0.554,0.5139,-0.0402,1.4213,1.7669,0.3456,1.8288,89.8108,2.4249,2.1646
-1.0982,2.2349,0.539,0.4949,-0.0441,1.4236,1.7764,0.3528,1.8288,89.8108,2.5948,2.2949,-1.2275,2.4599,0.5822,0.5412,-0.041
1.4249,1.797,0.3721,1.8288,89.8108,2.4723,2.1836,-1.1787,2.3386,0.5687,0.5196,-0.0491,1.4025,1.789,0.3865,1.8288,89.8108
2.5192,2.2478,-1.1544,2.4056,0.5961,0.5675,-0.0285,1.448,1.821,0.3729,1.8288,89.8108,2.6515,2.3573,-1.2236,2.3562,0.4084
0.4837,0.0753,1.46,1.775,0.315,1.8796,94.3467,2.5182,2.3061,-1.2397,2.2844,0.3933,0.4647,0.0714,1.5423,1.8456,0.3032
1.8796,94.3467,2.6507,2.3471,-1.2321,2.6082,0.4682,0.5324,0.0642,1.4867,1.7933,0.3066,1.8796,94.3467,2.646,2.3319,-1.2799
2.5789,0.4153,0.428,0.0127,1.4626,1.7454,0.2828,1.8796,94.3467,2.4963,2.199,-1.1791,2.4963,0.3556,0.4166,0.0611,1.4649
1.7613,0.2964,1.8796,94.3467,2.6515,2.3573,-1.2236,2.3562,0.4084,0.4837,0.0753,1.46,1.775,0.315,1.8796,94.3467,2.5182
2.3061,-1.2397,2.2844,0.3933,0.4647,0.0714,1.5423,1.8456,0.3032,1.8796,94.3467,2.6507,2.3471,-1.2321,2.6082,0.4682,0.5324
0.0642,1.4867,1.7933,0.3066,1.8796,94.3467,2.646,2.3319,-1.2799,2.5789,0.4153,0.428,0.0127,1.4626,1.7454,0.2828,1.8796
94.3467,2.4963,2.199,-1.1791,2.4963,0.3556,0.4166,0.0611,1.4649,1.7613,0.2964,1.8796,94.3467,1.9694,1.7767,-0.8532,1.8542
86.1821,1.976,1.7877,-0.8795,1.8542,86.1821,1.9089,1.7556,-0.7478,1.8542,86.1821,1.9916,1.8275,-0.8128,1.8542,86.1821,2.6325
2.5151,-1.0362,1.8542,86.1821,1.9598,1.776,-0.8317,1.8542,86.1821,1.9989,1.8175,-0.922,1.8542,86.1821,1.9694,1.7767,-0.8532
1.8542,86.1821,1.976,1.7877,-0.8795,1.8542,86.1821,1.9089,1.7556,-0.7478,1.8542,86.1821,1.9916,1.8275,-0.8128,1.8542,86.1821
2.6325,2.5151,-1.0362,1.8542,86.1821,1.9598,1.776,-0.8317,1.8542,86.1821,1.9989,1.8175,-0.922,1.8542,86.1821,2.2996,2.0684
-1.005,1.905,88.4501,2.1918,1.9998,-0.941,1.905,88.4501,2.2037,1.9744,-0.9864,1.905,88.4501,2.1745,1.9655,-0.9297,1.905
88.4501,2.074,1.8984,-0.8724,1.905,88.4501,2.2867,2.0465,-1.0201,1.905,88.4501,2.2996,2.0684,-1.005,1.905,88.4501,2.1918
1.9998,-0.941,1.905,88.4501,2.2037,1.9744,-0.9864,1.905,88.4501,2.1745,1.9655,-0.9297,1.905,88.4501,2.074,1.8984,-0.8724
1.905,88.4501,2.2867,2.0465,-1.0201,1.905,88.4501,2.9614,2.6195,-1.4236,2.8807,0.3943,0.4997,0.1054,1.3297,1.6491,0.3194
1.8542,90.718,2.8943,2.5678,-1.4663,2.8943,0.3254,0.4232,0.0978,1.4001,1.7117,0.3116,1.8542,90.718,2.4502,2.2199,-1.2326
2.4316,0.4299,0.5302,0.1003,1.39,1.7066,0.3166,1.8542,90.718,3.0899,2.766,-1.37,2.6785,0.3801,0.4707,0.0907,1.4275
1.7161,0.2886,1.8542,90.718,3.4043,3.1025,-1.4398,2.7208,0.3933,0.4807,0.0873,1.4539,1.7183,0.2644,1.8542,90.718,2.8212
2.5528,-1.3404,2.2913,0.3752,0.4817,0.1065,1.3785,1.716,0.3375,1.8542,90.718,2.9614,2.6195,-1.4236,2.8807,0.3943,0.4997
0.1054,1.3297,1.6491,0.3194,1.8542,90.718,2.8943,2.5678,-1.4663,2.8943,0.3254,0.4232,0.0978,1.4001,1.7117,0.3116,1.8542
90.718,2.4502,2.2199,-1.2326,2.4316,0.4299,0.5302,0.1003,1.39,1.7066,0.3166,1.8542,90.718,3.0899,2.766,-1.37,2.6785
0.3801,0.4707,0.0907,1.4275,1.7161,0.2886,1.8542,90.718,3.4043,3.1025,-1.4398,2.7208,0.3933,0.4807,0.0873,1.4539,1.7183
0.2644,1.8542,90.718,2.8212,2.5528,-1.3404,2.2913,0.3752,0.4817,0.1065,1.3785,1.716,0.3375,1.8542,90.718,2.8034,2.3894
-1.4408,2.7554,0.5279,0.5538,0.0258,1.5068,1.7893,0.2825,1.8542,79.3783,3.1882,2.7824,-1.7385,3.1882,0.5267,0.5621,0.0353
1.5047,1.7977,0.293,1.8542,79.3783,3.108,2.5744,-1.7434,2.7903,0.5274,0.5502,0.0228,1.542,1.8021,0.26,1.8542,79.3783
3.2046,2.6527,-1.7363,3.2046,0.5895,0.62,0.0305,1.5458,1.8258,0.28,1.8542,79.3783,2.9431,2.4702,-1.6055,2.9431,0.5382
0.5647,0.0265,1.5442,1.8096,0.2654,1.8542,79.3783,3.0554,2.8152,-1.7105,2.9011,0.5991,0.6585,0.0594,1.5757,1.8346,0.2589
1.8542,79.3783,2.8034,2.3894,-1.4408,2.7554,0.5279,0.5538,0.0258,1.5068,1.7893,0.2825,1.8542,79.3783,3.1882,2.7824,-1.7385
3.1882,0.5267,0.5621,0.0353,1.5047,1.7977,0.293,1.8542,79.3783,3.108,2.5744,-1.7434,2.7903,0.5274,0.5502,0.0228,1.542
1.8021,0.26,1.8542,79.3783,3.2046,2.6527,-1.7363,3.2046,0.5895,0.62,0.0305,1.5458,1.8258,0.28,1.8542,79.3783,2.9431
2.4702,-1.6055,2.9431,0.5382,0.5647,0.0265,1.5442,1.8096,0.2654,1.8542,79.3783,3.0554,2.8152,-1.7105,2.9011,0.5991,0.6585
0.0594,1.5757,1.8346,0.2589,1.8542,79.3783,3.2412,2.756,-1.7454,2.7085,0.4705,0.4679,-0.0026,1.4512,1.7508,0.2996,1.778
86.6357,2.8822,2.503,-1.5843,2.1733,0.5153,0.5317,0.0164,1.4282,1.7539,0.3258,1.778,86.6357,2.5519,2.1562,-1.3605,2.0339
0.4848,0.4813,-0.0035,1.4321,1.7439,0.3118,1.778,86.6357,2.818,2.3852,-1.5237,2.1704,0.4858,0.4915,0.0058,1.4423,1.7592
0.3168,1.778,86.6357,2.5299,2.1552,-1.4858,2.1353,0.4519,0.4546,0.0027,1.4111,1.7414,0.3303,1.778,86.6357,2.494,2.1579
-1.3919,2.128,0.4659,0.4769,0.011,1.4387,1.7559,0.3172,1.778,86.6357,2.8822,2.503,-1.5843,1.778,86.6357,2.5299,2.1552
-1.4858,1.778,86.6357,2.494,2.1579,-1.3919,1.778,86.6357,3.2412,2.756,-1.7454,2.7085,0.4705,0.4679,-0.0026,1.4512,1.7508
0.2996,1.778,86.6357,2.8822,2.503,-1.5843,2.1733,0.5153,0.5317,0.0164,1.4282,1.7539,0.3258,1.778,86.6357,2.5519,2.1562
-1.3605,2.0339,0.4848,0.4813,-0.0035,1.4321,1.7439,0.3118,1.778,86.6357,2.818,2.3852,-1.5237,2.1704,0.4858,0.4915,0.0058
